CD_MUN;NM_MUN;YIELD_2000;YIELD_2001;YIELD_2002;YIELD_2003;YIELD_2004;YIELD_2005;YIELD_2006;YIELD_2007;YIELD_2008;YIELD_2009;YIELD_2010;YIELD_2011;YIELD_2012;YIELD_2013;YIELD_2014;YIELD_2015;YIELD_2016;YIELD_2017;YIELD_2018;YIELD_2019;YIELD_2020
3504305;Avaí;70000;70000;65000;92113;62820;62387;70000;70000;62387;62387;62388;68900;68900;68900;75823;75823;61680;61680;70000;70000;75000
3530904;Mombuca;65000;65000;70000;70000;63636;69530;65000;65000;65000;80000;84210;72000;68000;68000;50400;64800;65000;65000;67000;67000;65667
3507803;Brodowski;65000;65000;65000;65000;65000;64572;65000;64957;79997;65000;79994;68000;73000;73000;74100;65000;65000;65000;65000;65000;75000
3542404;Regente Feijó;65000;65000;65000;65000;65000;64564;65000;65000;70000;65000;65000;70000;71000;80000;77000;90000;80000;90000;80800;80800;83600
3501004;Altinópolis;70000;75000;65000;65000;65000;69536;75000;75000;75000;70000;80000;78000;86957;80000;74100;82000;74000;74000;74000;74000;74000
3531803;Monte Mor;NA;60000;91666;100000;65000;64564;80000;70000;70000;70000;0;70000;63000;80002;80000;71429;114286;100000;97670;97670;104762
3509502;Campinas;75000;75000;68181;70000;65652;74504;89456;75000;90373;90373;0;85000;100000;100000;90000;85000;100000;95286;80000;74588;74588
3506706;Boa Esperança do Sul;70000;80000;71600;69000;66240;70848;75000;75000;80000;80000;85000;85000;85000;85000;85000;80000;80000;75000;75000;78333;77000
3512506;Coroados;60000;70000;76844;80625;67265;96629;100000;85000;78250;100000;100000;77345;85000;85000;66000;90000;90000;90000;85000;70000;85000
3519006;Herculândia;NA;NA;NA;NA;70000;98738;40000;80000;90000;90000;80000;85000;85000;80000;80000;75000;75000;80000;80000;75000;76667
3528205;Macedônia;NA;NA;NA;NA;70000;0;0;43636;100000;59523;117647;80000;75000;75000;70000;70000;70000;80000;80000;77538;80000
3541802;Queiroz;NA;NA;NA;NA;70000;102167;102000;102000;102000;102000;80000;120000;20819;104000;80760;75000;78000;75000;79000;75000;75000
3542008;Quintana;NA;NA;NA;NA;70000;99271;100000;100000;100000;100000;80000;90000;80000;90000;90000;70500;79000;87000;65800;75000;70000
3554300;Teodoro Sampaio;70000;70000;69230;50000;70000;61614;71000;71000;64000;64000;64000;64000;60000;64000;33000;110028;75982;64000;65346;73538;60000
3501103;Alto Alegre;70000;NA;70000;56000;70000;79000;80000;80000;75000;0;70000;65000;80000;80000;65430;56490;74230;65690;65690;80000;70000
3526001;Junqueirópolis;50000;50000;58444;58000;70000;69539;85000;79957;85200;85200;80000;85000;75600;70000;52884;70000;65000;70000;70000;65000;65000
3553807;Taquarituba;60000;72903;60000;60000;70000;69530;70000;70000;70000;70000;70000;70000;70000;70000;70000;130000;70000;80000;70000;70000;70000
3521002;Iperó;60000;70000;80000;60000;70000;79463;79463;80000;80000;84175;75000;75000;0;79944;79944;79944;79944;79944;0;79943;79944
3514700;Echaporã;74000;74000;75103;68993;70000;77477;78000;88000;99076;82000;74399;69750;65000;65000;65000;75487;75487;70000;60000;75000;65000
3502408;Anhumas;NA;NA;NA;70000;70000;69529;70000;75000;70000;70000;80000;70000;71000;80000;77000;70000;60000;75000;75000;75000;73475
3503109;Arandu;NA;NA;NA;70000;70000;69648;70000;100000;70000;100000;100000;100000;70000;70000;70000;70000;60000;60000;55000;0;60000
3520707;Indiaporã;NA;NA;NA;70000;70000;0;0;80000;80000;48000;64000;80000;80000;80000;70000;80000;80000;80000;80000;80000;80000
3541505;Presidente Venceslau;NA;NA;NA;70000;70000;79463;63000;63000;72000;72000;72000;64000;70000;70000;70000;60932;57345;60000;70000;72907;70000
3527009;Lindóia;70000;52500;52500;70000;70000;79476;70000;60000;80000;80000;52000;70000;70000;70000;50000;50000;100000;100000;100000;100000;100000
3547601;Santa Rosa de Viterbo;70000;74285;60000;70000;70000;69537;70000;70200;80000;85993;80000;80000;70000;70000;74100;70000;70000;80000;80000;80000;80000
3542107;Rafard;68000;68000;68000;70000;70000;67546;67578;68000;68000;67861;75000;75000;75000;85411;85411;70000;70000;70000;70000;70000;70000
3528700;Marabá Paulista;60000;NA;70000;70000;70000;79464;83000;83000;80000;80000;74000;74000;66000;70000;75000;76989;71820;70000;70000;72273;72273
3508306;Cabrália Paulista;70000;NA;70000;70000;70000;69531;70000;69500;70000;70000;70000;69941;70000;70000;70000;84000;70000;55000;47312;48889;48000
3529500;Mendonça;70000;NA;70000;70000;70000;79463;90000;90000;90000;90000;90000;90000;86842;90000;80000;85000;85000;85000;90000;80000;80000
3557006;Votorantim;NA;70000;70000;70000;70000;69531;80000;69000;69531;0;0;0;0;0;0;0;0;0;0;0;0
3551405;Serra Azul;56000;70000;70000;70000;70000;69535;70000;74828;70000;74948;75000;75000;80000;81397;74100;72000;70000;79223;79223;79223;79223
3545308;Salto de Pirapora;60000;70000;70000;70000;70000;69531;69532;0;69531;0;0;0;0;0;0;0;0;0;0;0;0
3502903;Araçoiaba da Serra;70000;70000;70000;70000;70000;99328;100000;0;90000;81176;100000;90000;90000;100000;100000;100000;80000;80000;80000;80000;80000
3507506;Botucatu;70000;70000;70000;70000;70000;69540;70000;70000;70000;70000;72916;70000;70000;70000;60000;70000;70000;80000;80000;79409;79409
3509106;Caiuá;70000;70000;70000;70000;70000;79463;61000;61000;69000;69000;78000;66000;60000;65000;64000;64000;85329;64000;64000;64000;64000
3509403;Cajuru;70000;70000;70000;70000;70000;69535;80000;69247;70000;70000;70000;50000;60000;60000;74100;70000;70000;67200;67154;67200;67200
3510906;Cássia dos Coqueiros;70000;70000;70000;70000;70000;69530;70000;64545;70000;62000;60000;54000;54000;54000;54000;54767;55000;54767;60000;60000;60000
3515152;Engenheiro Coelho;70000;70000;70000;70000;70000;89396;95000;76000;76000;90000;90000;90000;90000;90000;75000;80000;78000;85000;93000;90000;85000
3519105;Iacanga;70000;70000;70000;70000;70000;69530;85000;105844;80000;80000;80000;81300;81300;81300;76798;76798;80000;85000;80000;80000;80000
3522406;Itapeva;70000;70000;70000;70000;70000;79463;100000;100000;100000;100000;20000;10000;90000;90000;0;80000;80000;80000;80000;80000;80000
3524006;Itupeva;70000;70000;70000;70000;70000;70677;70000;70000;70000;80000;75000;75000;75000;75000;75000;120000;120000;60000;50000;50000;50000
3526902;Limeira;70000;70000;70000;70000;70000;71879;70000;70000;70000;70000;80000;80000;80000;83000;64958;72698;80000;80000;80576;79200;79067
3539905;Poloni;70000;70000;70000;70000;70000;69530;70000;90000;90000;90000;90000;90000;80000;80000;70000;70000;70000;70000;70000;70000;75000
3540903;Pradópolis;70000;70000;70000;70000;70000;69537;70000;70000;85000;85000;85000;79000;73000;79000;55000;75000;85000;85000;85000;85000;85000
3545159;Saltinho;70000;70000;70000;70000;70000;69529;70000;70000;80000;80000;80000;75000;80000;80000;55992;70779;65000;65000;67000;65000;65667
3546256;Santa Cruz da Esperança;70000;70000;70000;70000;70000;69530;75000;74880;75000;80000;80000;56000;56000;56000;62761;75000;78000;80000;80000;80000;80000
3539202;Pirapozinho;80000;70000;70000;70000;70000;69530;70000;70000;70000;80000;80000;70000;70646;70000;79998;80000;80000;77778;80000;80000;80000
3523909;Itu;84096;70000;70000;70000;70000;69530;75000;75000;70000;70000;70000;70000;70000;72000;59000;80000;70000;80000;79000;79000;79000
3540606;Porto Feliz;70000;80000;70000;70000;70000;69535;70066;85000;80000;80000;80000;80000;80000;80000;55000;80000;80000;80000;79000;80000;79000
3557204;Chavantes;150000;80000;70000;70000;70000;79474;80000;79450;80000;80000;80000;80000;80000;80000;80000;75000;100000;90000;85000;80000;78960
3504503;Avaré;70000;84285;70000;70000;70000;69541;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;72500
3536505;Paulínia;NA;NA;70588;70000;70000;70000;70000;75001;70000;0;0;0;82857;82857;82857;82857;82857;91429;91429;91429;0
3543402;Ribeirão Preto;70000;70000;73333;70000;70000;72438;70000;70000;85000;85000;85026;75000;74992;74992;74100;75000;78081;75000;75000;75000;84997
3542800;Ribeira;NA;NA;80000;70000;70000;50000;75000;75000;75000;75000;75000;75000;0;0;60000;60000;75000;75000;75000;75000;75000
3531407;Monte Aprazível;50000;75000;100000;70000;70000;69538;88000;90000;90000;90000;90000;90000;80000;80000;70000;70000;70000;80000;70000;80000;80000
3505104;Barbosa;80000;80000;73439;75117;70000;70000;81831;75000;80000;80000;80000;80000;80000;80000;65430;54460;74360;70220;70220;50000;70000
3552205;Sorocaba;80000;70000;80000;80000;70000;79461;70000;0;79461;50000;80000;100000;100000;80000;80000;100000;100000;100000;100000;75000;100000
3553401;Tanabi;75000;80000;80000;80000;70000;79463;86000;90000;100000;90000;90000;90000;85000;80000;70000;72000;80000;80000;70000;70000;80000
3548302;Santo Expedito;70000;70000;70000;88000;70000;69530;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70008;70008;70008;72982;70175
3536000;Parapuã;80000;80000;65114;69399;70069;72890;70000;70000;70000;70000;80000;80000;70000;63500;73000;70000;75000;90000;85000;72000;80000
3514502;Duartina;NA;NA;70400;70600;70800;83986;85000;84000;85000;85000;85000;84878;84878;84880;84800;82927;70000;65000;70000;74000;78959
3517505;Guapiaçu;80000;80000;71002;71000;71000;69539;90000;90000;90000;90000;90000;90000;90000;85000;70160;80000;80000;80000;80000;80000;80000
3526803;Lençóis Paulista;60000;75000;75303;75000;71429;78712;72000;72000;75000;75000;75000;79000;79000;79000;73374;80000;80000;85940;76000;76000;70000
3510401;Capivari;84003;84003;83928;70000;71478;74506;75001;75000;73894;75001;75000;75000;75000;75000;75000;75000;75000;75000;75000;70000;68000
3514304;Dourado;80000;80000;80000;71823;71823;71352;85000;80000;85000;72000;80000;88874;89985;80625;62500;65000;75000;77800;72000;72000;80000
3513702;Descalvado;65000;80000;82142;80000;71833;73758;85000;85000;85000;85000;85000;90280;73910;85000;65000;80000;80000;80000;80000;80000;80000
3534203;Orindiúva;62000;83000;86000;72000;72000;71521;80000;90000;85000;85000;80000;80000;80000;80000;80000;75000;75000;60000;61233;70000;77000
3527603;Luís Antônio;68000;70000;68548;70000;72258;77007;90000;91778;95000;94803;90000;80000;72974;85404;74100;85000;72000;85000;85000;85000;85000
3529302;Matão;70000;NA;71600;68000;72270;71790;70000;80000;80000;0;100137;100138;70000;70000;75000;67500;80000;80000;95238;80000;72727
3541109;Presidente Alves;78000;78000;72000;72552;72644;81405;80000;81405;81405;81405;81404;75000;75000;75000;69282;69282;80000;76246;80000;80000;72000
3543204;Ribeirão do Sul;80000;110000;72727;72700;72705;84430;85000;85000;90000;90000;90000;90000;80000;83636;80000;84000;85000;75000;80000;85000;78900
3519808;Icém;90016;90002;90002;71983;72727;89400;90000;90000;90000;90000;90000;90000;90000;90000;90000;90000;90000;72115;55000;80000;70000
3520806;Inúbia Paulista;90000;90000;81108;72845;73000;88269;80000;80000;80000;83000;83000;83000;73000;73000;70000;75000;78000;78000;76000;69000;70000
3508702;Caconde;90000;90000;80000;73000;73000;72486;80000;80000;80000;80000;67122;67000;80000;80000;80000;80000;80000;80000;82000;82000;80665
3505807;Bastos;80000;80000;67234;68000;73201;75352;68000;68000;68000;70000;80000;80000;80000;66000;67000;66000;75000;75000;68000;70000;71000
3541703;Quatá;50000;65000;70000;76429;73660;83359;70000;70000;70000;70000;70000;67500;76976;81537;75021;72170;83104;74185;62498;62498;73356
3552106;Socorro;80000;80000;80000;75000;74000;73738;80000;74000;70000;70000;51000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000
3511904;Clementina;70000;100000;86150;89560;74687;92717;79053;90000;84466;90000;90000;76000;76000;76000;65430;69160;78210;65540;65540;57000;70000
3540200;Pontal;70000;70000;80000;80000;74893;82139;80000;80000;80000;80000;80000;80000;75000;75000;75000;80000;80000;80000;85000;85000;85000
3535507;Paraguaçu Paulista;65000;65000;65000;74968;74968;76668;80000;80000;82000;80000;82000;73800;81416;84840;70413;71251;73449;72451;76421;75000;72000
3517000;Getulina;80000;80000;62215;70666;74969;79272;80000;0;79810;90000;80000;80000;0;80000;70000;70000;75000;69699;75000;75000;75000
3537305;Penápolis;70000;70000;70000;60000;75000;76490;71429;75000;80000;80000;80000;65000;75000;70000;65430;52050;70780;66280;66280;65000;70000
3517109;Glicério;75000;75000;80010;64000;75000;79000;85000;85000;95000;95000;83000;83000;85000;85000;65430;71360;90030;72840;72840;80000;80000
3507704;Braúna;70000;64268;88836;67662;75000;84000;70000;80000;70000;70000;80000;80000;75000;80000;65430;68000;83170;70200;70200;62000;70000
3511706;Charqueada;70000;70000;70000;70000;75000;74504;75000;73000;78000;78000;78000;78000;78000;78000;54600;63717;65000;65000;65049;65316;65016
3503000;Aramina;71000;70000;70000;70000;75000;74503;76000;70000;120000;90000;90000;90000;75000;80000;70000;75000;80000;80000;80000;75000;75000
3544707;Sagres;75000;75000;70297;74386;75000;79474;75000;75000;75000;70000;76000;75000;78000;70000;65000;69000;80000;85000;70000;70000;70000
3547700;Santo Anastácio;60000;60000;60000;75000;75000;59635;85000;80000;85000;55000;85000;70000;65000;60000;70000;77822;70349;68522;70000;70116;70155
3545209;Salto;60000;70000;70000;75000;75000;74497;50000;70000;70000;70000;80000;80000;80000;80000;73000;74000;80000;79000;79000;79000;79000
3549409;São Joaquim da Barra;90000;96000;70000;75000;75000;77007;80000;100000;100000;100000;100000;100000;80019;90010;80019;80019;80019;80000;80000;72000;72000
3516853;Gavião Peixoto;70000;70000;71600;75000;75000;74497;75000;80000;80000;81404;85000;85000;85000;85000;78000;70000;90000;80000;80000;82667;82000
3512803;Cosmópolis;75000;NA;74285;75000;75000;74497;74497;75000;82604;82604;0;85000;84361;87310;75000;75000;75000;75000;82000;80000;76667
3526506;Lavínia;85000;NA;75000;75000;75000;83999;75000;80000;80000;80000;84615;80000;80000;80000;70000;70000;80000;80000;80000;80000;80000
3501608;Americana;60000;75000;75000;75000;75000;74497;75000;80000;80000;78260;75000;93750;56000;76800;80269;77360;80000;80000;80000;80000;80000
3550902;São Simão;62941;75000;75000;75000;75000;77011;75000;80000;80009;80000;79998;79999;70000;80670;74100;70000;70000;70000;70000;70000;70000
3520103;Igarapava;73000;75000;75000;75000;75000;79062;80000;80000;80000;80000;80000;80000;80000;75000;75000;75000;78000;83000;83000;69000;69000
3500907;Altair;75000;75000;75000;75000;75000;74501;75000;80000;75000;75000;80000;93000;93000;75100;68182;75100;80000;80000;80000;80000;75000
3513108;Cravinhos;75000;75000;75000;75000;75000;82154;80000;80000;83000;80001;80000;80003;80000;80000;74100;71000;80000;71000;71000;71000;71000
3525201;Jarinu;75000;75000;75000;75000;75000;74495;75000;75000;75000;75000;70000;70000;80000;80000;80000;65000;65000;65000;65000;65000;65000
3534757;Ouroeste;75000;75000;75000;75000;75000;74497;75000;75000;75000;44117;83333;75000;75000;75000;75000;75000;75000;76960;75000;75000;75000
3544806;Sales;75000;75000;75000;75000;75000;79463;70000;80000;70000;80000;80000;80000;80000;80000;75000;80000;85000;85000;85000;80000;80000
3550506;São Pedro do Turvo;75000;75000;75000;75000;75000;74508;75000;80000;80000;80000;80000;80000;85000;85000;85000;85000;85000;70000;72000;80000;78960
3517901;Guaraci;75000;95000;75000;75000;75000;74508;85000;85000;85000;85000;85000;85000;70000;68000;75000;75000;90000;90000;80000;80000;83333
3545803;Santa Bárbara d'Oeste;75000;75000;76171;75000;75000;75666;75000;75000;73891;73891;75000;88235;80000;79523;60000;63000;64000;64000;65000;80000;80000
3536703;Pederneiras;75000;77500;75000;76957;75000;79065;80000;80000;80000;80000;80000;80000;80000;80000;71018;82000;80000;89000;85000;85000;90000
3515509;Fernandópolis;83988;83988;80000;80000;75000;69541;80000;80000;80000;70000;88888;80000;71591;75000;75000;75000;75000;75000;80000;72176;80000
3540853;Pracinha;60000;80000;89642;86514;75000;74529;70000;70000;70000;70000;70000;70000;60000;70000;70000;70000;70000;70000;70000;70000;70000
3519402;Ibirá;60714;75000;75000;100000;75000;79463;110000;80000;100000;100000;100000;100000;80000;90000;80000;80000;80000;80000;80000;65000;80000
3508900;Caiabu;75004;75004;75000;88000;75021;74506;75000;75000;65500;75000;75000;70000;71000;80000;77000;75000;75000;75000;75000;75000;75000
3549706;São José do Rio Pardo;70000;60000;80000;75419;75400;74943;94017;90000;90000;90000;79672;80000;98305;98305;98305;100000;100000;70000;70000;80000;83333
3530508;Mococa;80000;70000;80000;75500;75500;75003;80000;80000;85000;85000;80000;85000;90000;90000;90000;92500;92500;92500;92500;80000;92500
3544905;Sales Oliveira;80000;80000;83333;70000;75600;86251;84000;84000;90001;90000;90001;90000;90000;90000;90000;80000;90000;90000;90000;90000;90000
3527900;Lutécia;50000;60000;60000;75774;75774;74495;63000;70000;90097;70000;70000;63000;70000;89713;63000;68000;61000;81000;80467;70489;70000
3503208;Araraquara;70000;70000;71600;69500;75952;82865;75000;80000;90000;90000;130156;88016;72000;80000;80000;75000;80000;80000;80000;80000;80000
3542909;Ribeirão Bonito;60000;70000;80240;76038;76038;78076;70000;70000;70000;82000;82000;88055;80000;79000;52000;83269;68000;73500;72000;72000;78000
3546900;Santa Lúcia;70000;70000;71600;66500;76150;75644;84781;80000;85000;85000;86888;86889;75000;75000;72174;75000;75000;75000;75000;75000;75000
3532058;Motuca;72000;72000;71600;71000;76150;78297;78298;80000;90000;90000;97464;97465;70000;70000;70000;85000;80000;85000;85000;83333;83000
3517208;Guaiçara;70000;70000;71326;110234;76480;75980;76000;0;70000;100000;80000;80000;0;80000;80000;70000;90000;75000;70000;65000;70000
3542701;Restinga;80000;80000;80000;80000;76666;79470;80000;80000;80000;80000;80000;80000;80000;80000;75000;80000;80000;80000;80000;80000;80000
3556008;Urupês;80000;70000;82418;80000;76722;79469;80000;80000;80000;80000;80000;80000;80000;80000;72000;80000;90000;90000;80000;70000;80000
3507209;Borá;89965;70000;62160;NA;77000;99347;80000;80000;82758;77279;80000;72000;80000;94242;80000;63008;59690;56010;65000;68000;70000
3503802;Artur Nogueira;45000;75000;77000;77000;77000;76484;90000;90000;90000;90000;80000;80000;80000;80000;73000;80000;80000;80000;77667;78400;80000
3528007;Macatuba;69998;70000;79567;77078;77000;78551;90000;90000;90000;90000;90000;78000;78000;78000;90000;90000;90000;90000;86000;86000;84000
3521101;Ipeúna;90000;90000;87070;81240;77197;85924;90000;80000;78000;80000;78000;78000;78000;78000;56678;63000;59850;59850;77000;77000;80000
3534708;Ourinhos;85000;85000;85000;85100;77363;85431;100000;84000;100000;100000;100000;100000;85000;75522;86000;76000;81000;80000;67000;80000;79138
3531308;Monte Alto;75000;75000;80000;80000;77657;89402;80000;80000;90000;90000;90000;90000;90000;90000;63000;63000;70000;80000;90000;90000;87000
3500709;Agudos;70000;70000;70000;70000;77996;77723;80000;88669;80000;80000;80000;79500;79500;79500;60004;64794;61000;70000;61000;70000;70000
3504008;Assis;70000;88698;75000;78708;78000;74500;75000;77000;75000;92280;83699;70500;75000;75000;70000;80000;75000;95000;85000;85000;85000
3538709;Piracicaba;75000;78000;78000;80000;78048;81778;80000;80000;80000;80000;80000;82000;80000;80000;56000;65000;65000;65000;67000;65000;65000
3554755;Trabiju;70000;80000;71600;59000;78100;77576;77576;80000;80000;80000;96467;96468;92000;92000;75000;80000;80000;75000;75000;76667;77000
3548401;Santópolis do Aguapeí;90000;79232;87878;118180;78272;83066;83000;83000;113417;83000;80000;79500;76500;76500;65430;58140;64790;75890;75890;75000;75000
3506409;Bilac;64000;100000;92504;84141;78343;92182;90913;91000;75594;91000;91000;85350;71000;78673;63014;64000;73000;74000;70000;70000;70000
3549250;São João de Iracema;70000;70000;79545;77354;78475;88637;100000;130000;74642;71995;80147;100000;69049;69049;71000;70974;58000;60000;60000;62000;72000
3525300;Jaú;75000;81081;85000;80000;78514;81781;80000;82000;82000;82988;83000;85000;74000;78000;70000;75035;80009;78010;80000;80000;75000
3519204;Iacri;55343;55343;98628;72280;78668;91762;70000;70000;80000;80000;80000;70000;70000;70000;70000;75000;75000;68000;70000;61000;69800
3549102;São João da Boa Vista;100000;83827;87000;80175;78685;81462;98000;98000;100000;98000;98000;82360;76000;78000;76000;76000;75000;75000;80000;80000;75000
3523602;Itirapina;100000;81641;64686;72939;78840;66019;67772;68181;70000;66103;71000;71000;71000;70000;49300;65000;65000;65000;70000;70000;70000
3552551;Suzanápolis;99889;100000;93125;85093;79289;87142;80000;0;90000;96979;96000;100000;60616;67493;58480;82469;80000;100000;70000;75000;76000
3543907;Rio Claro;85000;68910;79530;86823;79815;82495;85000;65177;90000;75000;75000;75000;75000;75000;53500;53500;75000;75000;72000;75000;75000
3519253;Iaras;NA;NA;NA;NA;80000;0;0;75000;75000;75000;120000;100000;100000;100000;100000;100000;70000;70000;70000;70000;68000
3534807;Ouro Verde;NA;NA;NA;NA;80000;84429;80000;87517;84200;84200;80000;80000;77369;77369;60000;65000;80000;70000;69000;70000;70000
3549201;São João das Duas Pontes;NA;NA;NA;NA;80000;79343;80000;80000;80000;42105;100000;80000;57273;70000;70000;80000;80000;80000;80000;76190;80000
3555000;Tupã;NA;NA;NA;NA;80000;96233;91636;70000;65000;70000;80000;120000;80000;60000;60000;75000;85000;60000;72170;75000;60000
3555208;Turiúba;NA;NA;NA;NA;80000;94625;100000;120000;123960;120000;120000;80415;80000;77624;60000;70000;94260;80000;80000;65000;90000
3557105;Votuporanga;NA;NA;NA;NA;80000;71799;90000;90000;90000;90000;86931;50000;90000;77332;70000;70000;70000;75000;75000;70000;70000
3555307;Turmalina;70000;80000;80000;21676;80000;89651;80000;78000;90000;78730;80000;80000;85000;70000;70000;60000;60000;80000;60000;75000;75000
3541208;Presidente Bernardes;80000;55000;70000;35000;80000;59597;100000;0;70000;86956;88000;70000;70600;70000;77000;54000;75000;75000;75000;75000;75000
3556958;Vitória Brasil;NA;NA;80000;58344;80000;99328;140000;119259;90000;86190;125000;110000;95000;95000;90000;100000;100000;100000;100000;85000;100000
3539301;Pirassununga;85000;80000;70074;65000;80000;93224;85000;85000;85000;85000;85000;85000;83023;90000;70000;80000;85000;85000;80000;90000;90000
3543808;Rinópolis;90000;80000;80000;71111;80000;79463;80000;80000;80000;80645;80000;80000;80000;80000;80000;75000;0;70000;47500;72500;55000
3501707;Américo Brasiliense;79242;80000;71600;71600;80000;81759;81760;80000;100000;100000;83895;83895;84000;84000;84000;75000;80000;80000;80000;80000;80000
3554201;Tejupá;NA;NA;75000;75000;80000;79462;80000;80000;80000;80000;80769;80769;80500;85000;74776;86000;86000;86000;86000;85500;0
3540804;Potirendaba;100000;100000;75000;75000;80000;110445;100000;100000;90000;90000;90000;90000;85000;85000;79000;80000;80000;100000;90000;83333;80000
3540408;Populina;NA;80000;80000;75464;80000;79523;100000;96428;90000;98700;96000;100000;96190;90000;80000;80000;80000;80000;80000;80000;80000
3542503;Reginópolis;70000;80000;65000;77000;80000;79455;80000;80000;80000;80000;80000;76300;76300;70000;77778;70000;83333;80000;80000;80000;75000
3500105;Adamantina;50000;80000;76311;77794;80000;81307;75000;100000;90000;80000;80000;75000;60000;70000;60000;80000;80000;80000;70000;75000;70000
3508207;Buritizal;75000;75000;75000;78000;80000;79471;85000;85000;85000;84824;85000;85000;70000;75000;75000;78000;80000;80000;80000;60000;60000
3530102;Mirandópolis;85000;NA;78010;78000;80000;78503;78000;78000;78000;78000;78000;78007;80000;78000;70000;78000;78000;70000;73683;74333;76778
3539707;Platina;70000;90000;90000;79071;80000;89399;81000;81000;80000;86000;79049;70400;65000;70000;66000;66000;66000;85000;73000;73000;80000
3541604;Promissão;70000;70000;76111;79765;80000;80000;75000;75000;80000;0;80000;80000;80000;80000;65430;59580;83360;67550;66090;65000;65000
3527405;Lucélia;70000;70000;79688;79810;80000;80464;87000;87000;87000;86986;87000;80000;63000;77000;64000;75000;75000;75000;68000;68000;70000
3545100;Salmourão;80000;80000;87000;79942;80000;84941;80000;80000;90000;100000;120000;120000;76000;75000;70000;75000;87000;88000;70000;90000;75000
3518206;Guararapes;90000;81838;79733;79995;80000;85875;90000;90000;90000;90000;90000;80000;85000;77002;75000;70000;70000;68000;70017;70000;75000
3530409;Mirassolândia;NA;NA;NA;80000;80000;79513;100000;80000;80000;80000;80000;70000;80000;80000;73708;80000;80000;90000;70000;75000;70000
3547007;Santa Maria da Serra;80000;60000;60000;80000;80000;79463;60000;79464;79464;79464;80000;70000;80000;92632;64842;78863;65000;65000;67000;65000;65667
3528858;Marapoama;90000;70000;62796;80000;80000;79463;70000;80000;80000;80000;80000;80000;90000;90000;72000;90000;85653;90000;90000;90000;90000
3532603;Nhandeara;60000;60000;70000;80000;80000;79463;80000;90000;90000;90000;90000;90000;90000;80000;70000;75000;75000;90000;80000;80000;80000
3521903;Itajobi;80000;75000;70000;80000;80000;82128;70000;80000;80000;80000;80000;80000;80000;80000;70000;70000;80000;80000;90000;76000;90000
3555604;Uchoa;78555;80000;70000;80000;80000;79470;80000;80000;75000;80000;80000;80000;80000;80000;70000;80000;110000;110000;90000;90000;80000
3520905;Ipaussu;75000;75000;75000;80000;80000;79471;70000;80000;80000;80000;80000;80000;80000;80000;80000;80000;75000;75000;72000;80000;79000
3529807;Mineiros do Tietê;90000;80000;79090;80000;80000;79470;80000;80000;80000;80000;80000;80000;67000;83784;70000;83000;83000;80000;76000;80000;75000
3533502;Novo Horizonte;80000;78712;79629;80000;80000;82142;90000;80000;90000;90000;90000;90000;90000;90000;80000;90000;90000;90000;74988;70000;84000
3520509;Indaiatuba;NA;NA;80000;80000;80000;79463;120000;80000;80000;82000;80000;80000;80000;80000;79000;80000;80000;80000;79000;79000;84000
3503505;Areias;80000;NA;80000;80000;80000;60173;60000;0;60000;60000;60000;60000;60000;60000;60000;60000;0;60000;60000;65000;60000
3504800;Bálsamo;60000;60000;80000;80000;80000;79464;100000;100000;100000;90000;90000;90000;89024;99600;70000;70000;70000;80000;70000;80000;80000
3530300;Mirassol;80000;60000;80000;80000;80000;79464;80000;90000;80000;80000;80000;80000;82857;90000;80000;85000;85000;85000;85000;85000;85000
3554706;Torrinha;69926;70000;80000;80000;80000;79472;80000;80000;85000;85000;85000;85000;85000;75000;80000;74000;74000;70000;60000;80000;75000
3510302;Capela do Alto;80000;70000;80000;80000;80000;79463;100000;100000;100000;100000;90000;90000;90000;100000;100000;100000;90000;90000;90000;83000;89334
3525102;Jardinópolis;80000;70000;80000;80000;80000;82144;80000;80035;80000;120000;89998;89999;79985;79985;74100;80000;80000;80000;80000;80000;80000
3551702;Sertãozinho;82000;74764;80000;80000;80000;82148;80000;78125;83000;80000;80000;79000;79000;79000;55300;79000;80000;85000;85000;85000;85000
3514106;Dois Córregos;75000;75000;80000;80000;80000;81575;80000;80000;80000;80000;80000;85000;85000;85000;85000;85000;85000;85000;85000;85000;75000
3543600;Rifaina;NA;80000;80000;80000;80000;79614;80000;80000;80000;85000;85000;90000;90000;70000;70000;70000;80000;80000;75000;75000;90000
3532504;Neves Paulista;60000;80000;80000;80000;80000;79462;80000;80000;80000;90000;90000;90000;80000;80000;70000;70000;80000;80000;80000;80000;80000
3516200;Franca;70000;80000;80000;80000;80000;79463;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000
3534005;Onda Verde;70000;80000;80000;80000;80000;79463;85000;80000;85000;85000;80000;79000;80000;83000;85000;70000;82892;83000;70550;75000;75000
3545407;Salto Grande;70000;80000;80000;80000;80000;79488;80000;80000;80000;80000;80000;80000;80000;66667;80000;80000;70000;90000;84000;80000;79000
3510807;Casa Branca;75000;80000;80000;80000;80000;82146;100000;100000;100000;100000;100000;100000;98000;90000;90000;89091;89091;94091;100000;100000;94394
