CD_MUN;NM_MUN;YIELD_2000;YIELD_2001;YIELD_2002;YIELD_2003;YIELD_2004;YIELD_2005;YIELD_2006;YIELD_2007;YIELD_2008;YIELD_2009;YIELD_2010;YIELD_2011;YIELD_2012;YIELD_2013;YIELD_2014;YIELD_2015;YIELD_2016;YIELD_2017;YIELD_2018;YIELD_2019;YIELD_2020
3502101;Andradina;80000;80000;80000;80000;80000;80423;80000;80000;80000;67114;80000;90000;80000;80000;70000;70000;70000;70000;75000;70000;70000
3503406;Arealva;80000;80000;80000;80000;80000;79463;80000;90000;80000;80000;80000;81500;81500;81500;76297;76248;72125;75000;80000;77000;72000
3511003;Castilho;80000;80000;80000;80000;80000;63609;90000;90000;90000;85000;90000;90000;90000;80000;70000;70000;75000;75000;75000;70281;73427
3515202;Estrela d'Oeste;80000;80000;80000;80000;80000;79463;80000;83000;96000;69446;96000;80000;75000;75000;70000;80000;80000;80000;80000;80000;80000
3523800;Itobi;80000;80000;80000;80000;80000;79463;80000;80000;80000;80000;80000;80000;90000;100000;100000;80000;80000;80000;80000;80556;80000
3532702;Nipoã;80000;80000;80000;80000;80000;79476;80000;80000;80000;90000;90000;90000;80000;77714;80000;80000;80000;80000;80000;70000;70000
3537008;Pedregulho;80000;80000;80000;80000;80000;79463;80000;80000;80000;82000;82000;78000;62826;80000;65000;65000;80000;80000;80000;75000;80000
3537503;Pereiras;80000;80000;80000;80000;80000;71615;72000;80000;72000;0;80000;65000;65000;84286;82000;82000;82000;82000;0;72400;82000
3547908;Santo Antônio da Alegria;80000;80000;80000;80000;80000;79436;80000;56354;80000;80000;80000;80000;0;84848;74100;80000;80000;80000;80000;80000;80000
3551504;Serrana;80000;80000;80000;80000;80000;79475;80000;80000;83000;85000;85000;85000;80000;82000;74100;74000;80000;74000;74000;74000;74000
3553302;Tambaú;80000;80000;80000;80000;80000;77518;80000;80000;80000;80000;80000;80000;71400;70000;50000;80000;80000;80000;90000;90000;80000
3553708;Taquaritinga;80000;80000;80000;80000;80000;82145;95000;95000;95000;95000;90000;90000;88000;88000;60200;90000;90000;90000;89000;90000;87000
3554003;Tatuí;80000;80000;80000;80000;80000;89409;80000;80000;89409;100041;89000;89000;0;80000;80000;80000;31699;80000;80000;80000;80000
3518859;Guatapará;80001;80000;80000;80000;80000;82149;80000;80000;90000;80000;80001;73001;73000;73033;74100;73001;73001;73001;73001;73001;73001
3557303;Estiva Gerbi;81111;80000;80000;80000;80000;79463;80000;67000;67000;67000;80000;80000;80000;85000;72250;70000;90000;90000;45000;77500;100000
3525706;José Bonifácio;100000;80000;80000;80000;80000;118680;80000;100000;90000;90000;90000;90000;99048;90000;60000;60606;80000;70000;70000;70000;80000
3521507;Irapuã;120000;80000;80000;80000;80000;79463;70000;80000;80000;80000;80000;80000;90000;90000;72000;80000;90000;90000;83367;90000;98000
3522703;Itápolis;80000;80000;80666;80000;80000;82153;80000;80000;80000;80000;80000;80000;85000;85000;60000;60000;66000;66000;90000;90000;87000
3533601;Nuporanga;80000;80000;80903;80000;80000;77019;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000;80000
3505203;Bariri;70000;70000;81250;80000;80000;79469;80000;80000;80000;80000;80000;80000;75000;80000;75000;77000;80000;82000;75000;78000;75000
3546207;Santa Cruz da Conceição;70000;80000;89200;80000;80000;79483;90000;72580;55434;80000;80000;80000;70000;72000;66000;70000;80000;80000;80000;75000;75000
3512209;Conchal;80000;80000;90000;80000;80000;79463;81176;100000;80000;80000;82222;74026;90000;57273;51000;60377;85000;85211;85211;75000;75000
3507407;Borborema;80000;80000;90742;80000;80000;79474;80000;80000;90000;90000;90000;90000;90000;90000;72000;82000;90000;90000;75000;82000;82000
3535002;Palestina;100000;70000;100000;80000;80000;79464;100000;80000;80000;80000;80000;80000;80000;80000;80000;80000;90000;106061;63618;75000;80000
3541059;Pratânia;77996;80000;77597;80003;80000;79481;80000;80000;80000;70000;83333;80000;80000;80000;70000;70000;70000;85000;84639;85119;85119
3502804;Araçatuba;80000;71820;80000;81000;80000;82278;80000;100000;100000;90000;100000;80000;80000;80000;60000;75000;68354;65000;80000;75000;80000
3548054;Santo Antônio do Aracanguá;90000;82058;80000;82000;80000;91771;83000;83000;85000;90000;90000;80000;85000;100000;60000;100000;64663;65000;70203;70000;72000
3548005;Santo Antônio de Posse;82000;82000;82000;82000;80000;84430;86000;81000;81000;81000;85000;73000;73000;73000;68000;75000;75000;85000;58000;50000;70000
3506201;Bento de Abreu;85000;78461;76206;85000;80000;84437;85000;90000;90000;80000;90000;80000;80000;75955;63000;75000;77000;77000;80000;71656;75000
3541406;Presidente Prudente;70000;70000;70000;88000;80000;79469;80000;80000;90000;60000;80000;70000;71600;66000;62300;64761;71698;79800;79800;79800;80000
3517703;Guará;68000;80000;80000;88000;80000;82132;80000;80000;85000;85000;85000;85000;85000;85000;85000;80000;80000;80000;80026;80000;80000
3547502;Santa Rita do Passa Quatro;75000;70133;59756;90000;80000;84438;85000;85000;80028;80000;80000;85000;60000;80000;80000;80000;80000;80000;80000;70000;70000
3526407;Laranjal Paulista;70000;NA;80000;90000;80000;79463;90000;90000;85000;90000;100000;90000;90000;90000;0;0;100000;100000;100000;73000;73000
3525409;Jeriquara;100000;100000;100000;100000;80000;89396;90000;80000;80000;75000;75000;80000;70000;100000;60000;70000;75000;80000;80000;80000;80000
3551306;Sebastianópolis do Sul;60000;60000;80000;120000;80000;99363;123000;100000;100000;90000;90000;90000;70000;80000;60000;80000;80000;80000;70000;70000;70000
3514403;Dracena;NA;NA;NA;NA;80000;99329;110000;113468;110000;110000;90742;80000;69862;94192;58209;73134;75000;70000;70000;70000;70000
3546702;Santa Gertrudes;72000;72000;87867;91511;80384;81179;87790;81687;80000;79000;79000;79000;85000;81000;52360;52360;65000;65000;70000;73000;73000
3507001;Boituva;70000;80000;80000;80000;80500;79475;109368;109733;108319;100000;91530;91530;0;100000;83333;100000;100000;100000;80000;73333;100000
3512704;Corumbataí;80000;80000;66850;120000;80838;93076;100000;81093;80000;72000;72000;72000;71000;75000;49680;65000;65000;65000;70000;70000;70000
3548906;São Carlos;75000;80000;85000;80971;80971;83135;84000;84000;84000;84000;86651;85028;85000;85000;80000;83000;85000;80000;80000;80000;85000
3556404;Vargem Grande do Sul;91000;90000;87000;80586;81000;81450;85000;90000;85000;90001;100000;76650;90000;90138;89988;75278;119995;120000;120000;90000;75000
3541653;Quadra;80000;80000;80000;81000;81000;79463;145000;100000;100000;100000;90000;90000;0;100000;100000;100000;90000;90000;90000;84066;90000
3542206;Rancharia;60000;60000;60000;81066;81066;80467;80000;80000;82272;80000;85000;76000;85000;84636;76500;80001;77268;69272;58044;58044;73382
3503604;Areiópolis;90000;90000;79411;80000;81212;89409;90000;90000;90000;90000;91836;90000;80000;80000;68000;76000;88000;83000;83000;84438;84444
3556305;Valparaíso;85119;86086;80600;90000;81458;72000;80000;69999;80000;72000;72000;72000;72000;80000;62000;75000;82382;84000;82000;82000;82000
3504404;Avanhandava;84317;NA;78892;67806;82000;73000;100000;100000;80000;80000;83000;83000;80000;85000;65430;50000;76530;61900;61900;75000;66000
3553005;Taguaí;NA;NA;66000;80000;82000;80230;80000;80000;80000;81000;80000;82000;81500;85000;86000;0;0;0;0;0;0
3551207;Sarutaiá;NA;NA;75157;80000;82000;79663;80000;80000;80000;80000;80000;81500;81500;90000;90000;90000;90000;90000;90000;90000;90000
3554607;Timburi;NA;NA;80000;80000;82000;79578;92000;80000;80000;80500;80769;80000;80000;86000;86000;80000;80000;80000;80000;80000;80000
3538808;Piraju;NA;100000;80000;80000;82000;79578;100000;80000;80000;80000;80000;81700;82000;91000;70000;70000;75000;75000;80000;80000;80000
3528601;Manduri;NA;NA;80000;82000;82000;79462;100000;80000;81000;80771;81000;81000;81000;90476;88000;94000;94000;94000;94000;85540;85540
3512902;Cosmorama;NA;NA;NA;NA;82000;99329;100000;100000;80000;100000;100000;88692;60000;70000;70000;70000;80000;80000;80000;70000;70000
3522307;Itapetininga;80000;63333;86206;82254;82300;69530;80000;92000;80961;78000;79058;83500;73000;83000;78260;80000;80000;80000;80000;80000;80000
3518503;Guareí;NA;82644;98266;82286;82300;74497;76000;95000;100000;71428;95625;71000;80000;75349;70000;80000;65000;80000;80000;80000;80000
3516507;Gabriel Monteiro;70000;89804;91711;79762;82325;88220;84717;84650;79100;83000;80008;78850;68000;79000;70000;71473;85119;77861;80000;80000;80000
3536307;Patrocínio Paulista;80000;90000;90000;90000;82968;89410;90000;110000;100000;100000;100000;100000;87000;85000;75000;80000;80000;80000;80000;80000;80000
3502200;Angatuba;NA;NA;112982;82271;83000;74732;70152;75000;75000;84615;95000;88600;85000;100000;78000;100000;100000;100000;85000;85000;90000
3552304;Sud Mennucci;75000;68000;73469;89056;83204;74462;90000;90000;80333;73316;77000;70000;66094;78231;72526;64912;75000;82000;82000;75000;77333
3509809;Campos Novos Paulista;65000;75000;83406;83400;83400;82442;100000;83333;90000;90000;90000;90000;90000;90000;64000;65000;70000;70000;69000;40000;78960
3519303;Ibaté;80000;80000;93000;83553;83553;85788;84000;84000;84000;84200;84200;89714;92973;80000;60079;70000;82000;85000;85000;85000;85000
3527108;Lins;80000;73617;76932;78206;83950;71524;74167;63000;90000;100000;75000;75000;0;83000;75000;80000;83000;76000;82000;75000;70000
3544400;Rubiácea;80000;80000;82884;84000;84000;56814;120000;100000;100000;100000;100000;80000;90000;74290;73000;71000;79639;90000;82000;77000;85000
3527256;Lourdes;118333;80000;117704;114299;84187;81185;114000;114000;102000;102000;113952;73540;73500;73500;62000;70000;79800;63000;72000;70000;78000
3537701;Piacatu;80000;80000;83333;95446;84364;87453;100015;100000;77889;120000;120011;78750;79000;71777;70000;80000;80000;80000;70000;70000;70000
3528304;Magda;65000;70000;54883;82059;84395;89951;85000;85000;74755;81744;85000;85000;62295;62300;69000;75131;76000;75000;75000;75000;65000
3543709;Rincão;50000;60000;71600;70000;84450;86704;53571;82000;80000;80000;80000;80000;70000;75000;75000;75000;75000;75000;75000;75000;75000
3504206;Auriflama;80000;NA;85083;88050;84536;79451;120000;120000;81000;0;80000;80000;79781;74223;74223;66360;70000;70000;70000;75000;70000
3506003;Bauru;70000;70000;60000;49075;84612;87553;80000;86937;88100;88100;88100;70000;70000;70000;76482;70000;70000;70000;65000;65000;70000
3516804;Gastão Vidigal;66000;NA;NA;NA;85000;0;125000;125000;95000;125000;125000;125000;75000;75000;60000;75000;75000;75000;79444;83000;80000
3544004;Rio das Pedras;60000;80000;80000;80000;85000;87282;80000;80000;80000;90000;90000;75000;80000;80000;56000;68400;65000;65055;67000;66000;66000
3506300;Bernardino de Campos;70000;80000;80000;80000;85000;79463;70000;80000;80000;80923;80000;81000;81000;80000;80000;80000;80000;80000;80000;80000;80000
3528809;Maracaí;70000;90000;90000;80221;85000;92413;81395;85000;84617;87959;83699;74400;74971;75000;73000;75000;75000;87000;90000;90000;90000
3532157;Nantes;64000;85000;64000;85000;85000;84430;85000;65000;85000;85000;85000;76000;85000;69214;76500;80004;90460;80890;65800;65800;80017
3533304;Nova Luzitânia;100000;85000;80000;85000;85000;77907;85000;85020;85000;80000;81000;75000;80000;80000;60000;70000;67206;59071;67094;68000;72000
3533809;Óleo;80000;90000;81000;85000;85000;79462;75000;80000;80000;80000;80000;81500;81500;90000;90000;90000;90000;90000;85000;85000;85000
3546306;Santa Cruz das Palmeiras;85000;85000;81818;85000;85000;84214;82000;82000;85000;85000;85000;90000;86300;84100;75000;78000;85000;80000;80000;82000;82000
3507902;Brotas;82000;82000;83333;85000;85000;87280;90000;90000;90000;86000;86000;80000;80000;82552;80000;80000;82090;80000;80000;82000;75000
3505906;Batatais;80000;75000;83870;85000;85000;86891;85000;84915;85000;85000;78000;85000;85000;85000;74100;85000;85000;85000;85000;85000;85000
3511201;Catiguá;80000;70000;84285;85000;85000;84440;75000;85000;85000;85000;85000;90000;70000;70000;56000;60000;82000;80000;85000;85000;85000
3538105;Pindorama;60000;70000;85000;85000;85000;84442;70000;85000;85000;85000;85000;70000;70000;70000;70000;80000;90000;85000;85000;75000;80000
3552601;Tabapuã;70000;70000;85000;85000;85000;84438;80000;85000;90000;90000;90000;90000;90000;90000;70000;90000;90000;90000;90000;85000;85000
3535101;Palmares Paulista;75000;70000;85000;85000;85000;84443;70000;85000;85000;85000;85000;80000;70000;80000;56000;70000;75000;85000;85000;64000;76667
3545605;Santa Adélia;75000;75000;85000;85000;85000;87397;63000;90000;90000;84069;90000;90000;90000;90000;72000;90000;90000;90000;80000;75000;75000
3514957;Embaúba;78200;78200;85000;85000;85000;82772;85000;85000;85000;85000;85000;90000;70000;90000;80000;80000;80000;80000;85000;85000;85000
3533254;Novais;80000;80000;85000;85000;85000;84439;70000;85000;85000;85000;85000;85000;75000;75000;70000;70000;70000;75000;75000;75000;80000
3536604;Paulo de Faria;83000;83333;85000;85000;85000;87282;85000;90000;85000;85000;85000;85000;85000;85000;85000;85000;80000;83784;90000;78000;85000
3502002;Analândia;85000;85000;85000;85000;85000;84430;85000;85000;85000;85000;85000;85000;63143;85000;85000;85000;85000;85000;85000;85000;85000
3552700;Tabatinga;85000;85000;85000;85000;85000;84437;85000;85000;88000;88000;90000;90000;90000;90000;64000;64000;88000;80000;70000;69360;72000
3503703;Ariranha;77000;70000;85555;85000;85000;84438;80000;80000;80000;80000;80000;80000;80000;80000;64000;70000;89247;85000;85000;73000;73000
3535705;Paraíso;70000;75000;87500;85000;85000;84439;60000;85000;85000;85000;85000;80000;80000;80000;70000;83189;80500;80500;80500;80500;80500
3553609;Tapiratiba;80000;80000;88000;85000;85000;84430;85000;90000;84000;84000;90000;85000;85000;95200;95200;95200;95200;95200;95200;80000;95200
3519501;Ibirarema;70000;80000;80000;85624;85000;84440;78000;90000;85000;91000;83699;72250;65000;65000;65000;65000;65000;100000;85000;85000;75000
3534609;Osvaldo Cruz;100000;90000;80000;86971;85000;75606;90000;90000;90000;100000;100000;100000;70000;70000;70000;70000;70000;70000;70000;70000;70000
3515806;Flora Rica;NA;70000;119211;88000;85000;75927;100000;100000;100000;50000;50000;50000;70000;70000;60000;70000;60000;60000;70000;75000;75000
3516903;General Salgado;98000;64021;78081;86278;85425;85466;96410;96410;82372;80000;80000;80000;62998;69000;69000;66300;61000;65000;65000;65000;65144
3500303;Aguaí;80000;NA;87000;86089;86000;85434;85000;85000;89080;90000;95000;90000;90000;100000;100000;80000;90000;90000;85000;85000;85000
3551900;Severínia;70000;70000;63653;94000;86000;94368;85000;85000;85000;80000;85000;75000;75000;85000;65000;73000;80000;80000;65000;70000;75000
3534906;Pacaembu;NA;NA;80474;41880;87000;77486;120000;120000;90000;100000;110000;82000;60000;75000;60000;70000;70000;70000;70000;70000;70000
3553955;Tarumã;93000;94000;93885;86238;87000;92415;93440;90000;87100;96000;88350;79867;82000;90000;83000;90000;74000;86000;93000;85000;90000
3540705;Porto Ferreira;60000;60000;60000;72857;87500;99329;100000;100000;100000;100000;100000;90000;80000;85000;65000;65000;65000;60000;90000;90000;100000
3508801;Cafelândia;80000;80000;58555;73269;87533;89413;100000;0;90000;100000;88000;88000;0;90000;64000;65000;76572;71200;70000;63000;75001
3537156;Pedrinhas Paulista;NA;NA;NA;87889;87705;98900;100000;115000;127048;102000;93000;84600;90000;85000;85000;81098;75000;85000;90000;85000;100000
3524303;Jaboticabal;75000;75000;90000;90000;87804;92003;80000;90000;90000;100000;100000;85000;75000;75000;82947;80000;85000;85000;85000;85000;90000
3515129;Emilianópolis;NA;NA;NA;88000;87932;118680;120000;75000;74729;100000;100000;70000;71000;70000;75919;100000;100000;100000;100000;100000;100000
3526704;Leme;75000;85000;92180;87890;88000;95492;90000;90000;90000;106000;63930;80000;71000;80000;60000;90000;90015;90015;90015;92700;92700
3531902;Morro Agudo;70000;80000;100000;90000;88000;90474;82000;82000;90000;82000;82000;82000;82180;82182;70000;80000;82000;82000;82000;77000;77000
3533908;Olímpia;70000;72727;90000;90000;88163;90528;90000;90000;90000;90000;85000;75000;70000;85714;80000;75000;75000;80000;75000;75000;75000
3550100;São Manuel;90000;82173;86538;90000;88775;92084;90000;90000;90000;83435;92782;90000;90000;80000;80000;70000;70000;60000;80000;79991;79991
3521309;Ipuã;102068;80000;80000;89000;89000;82925;90000;90000;90000;90000;90000;90000;80000;80000;80000;80000;80000;80000;80000;75000;75000
3539509;Pitangueiras;75748;90000;90000;90000;89718;86890;85000;86328;75000;90000;100000;90000;80000;85000;75000;80000;85000;85000;85000;85000;85000
3520442;Ilha Solteira;NA;NA;NA;NA;90000;94484;90000;90000;90000;90000;80153;70000;69957;75693;74000;81874;86000;85086;85000;75000;83987
3533106;Nova Guataporanga;NA;NA;NA;NA;90000;99328;95000;100000;100000;100000;100000;100000;74324;75000;61111;65763;75000;73000;70000;65000;65000
3537404;Pereira Barreto;100000;90000;91047;56932;90000;74773;90000;90000;90000;92856;92000;92000;68807;76070;57204;75050;78000;70000;60000;70000;70017
3534302;Orlândia;65000;75001;82352;68000;90000;92410;90000;92000;92000;90000;90000;90000;80000;85000;75000;70000;80000;80000;80000;72000;72000
3507456;Borebi;70000;70000;70513;71305;90000;85483;70000;80000;80000;80000;80000;80000;80000;80000;69947;69947;90000;80000;68000;68000;72500
3532900;Nova Europa;80000;80000;71600;71600;90000;89409;89410;80000;85000;85000;94182;94183;90000;90000;90000;75000;85000;72250;68000;81667;89014
3530805;Mogi Mirim;80000;80000;80000;76909;90000;89396;90000;90000;90000;90000;85000;75000;75000;85000;70000;75000;85000;85000;83500;50000;70000
3524105;Ituverava;68000;80000;78571;77000;90000;92412;90000;90000;90000;80000;80000;80000;85000;85000;80000;80000;85000;85000;85000;85000;85000
3524709;Jaguariúna;80000;70000;80000;80000;90000;99329;80000;100000;100000;100000;52000;83000;83000;83000;70000;80000;80000;80000;80000;80000;80000
3511508;Cerquilho;80000;80000;80000;80000;90000;89396;90000;95000;95000;92000;100000;92000;112073;90000;90000;90000;95436;90000;90000;90000;90000
3539004;Pirangi;80000;80000;80000;80000;90000;89396;90000;90000;80000;80000;80000;80000;80000;80000;68000;75000;80000;82000;70000;70000;80000
3530706;Mogi Guaçu;82000;80000;80000;80000;90000;79473;80075;80000;100000;100000;100000;100000;85000;100000;80000;80000;70000;80000;70000;50000;70000
3510005;Cândido Mota;80000;80000;82000;82000;90000;80466;82000;90000;81921;88995;79050;76260;82000;85000;80000;95000;74000;80000;83000;83000;83000
3514924;Elisiário;65757;70000;85000;85000;90000;89396;90000;90000;90000;90000;90000;90000;82000;90000;72000;72000;90000;90000;72000;66000;66000
3511102;Catanduva;70000;67888;86206;85000;90000;89402;80000;90000;90000;90000;90000;80000;80000;79966;73000;73000;85000;85000;85000;81000;83667
3554409;Terra Roxa;80000;96969;83870;89000;90000;92417;100000;85000;85000;90000;90000;65000;85000;85000;68000;75000;80000;80000;75000;80000;80000
3516002;Flórida Paulista;70000;70000;72661;90000;90000;80090;90000;90000;90000;90000;80000;75000;70000;70000;70000;70000;70000;70000;70000;70000;70000
3520004;Igaraçu do Tietê;90000;90000;77654;90000;90000;89406;85000;88000;88000;88000;88000;88000;75000;83001;70000;86000;82000;83000;85000;75000;75000
3505302;Barra Bonita;90000;90000;78888;90000;90000;89406;85000;85000;88000;88000;88000;88000;75000;83000;72000;86000;85000;85000;85000;75000;75000
3505609;Barrinha;80000;80000;80000;90000;90000;89404;90000;90000;90000;90000;90000;79000;75000;80000;75000;75000;80000;85000;85000;85000;85000
3514601;Dumont;80000;80000;80000;90000;90000;89407;90000;90000;90000;90000;90000;79000;75000;80000;80000;80000;80000;85000;85000;85000;85000
3539608;Planalto;80000;80000;80000;90000;90000;89396;90000;90000;90000;90000;90000;88375;80000;80454;62500;78000;76862;80000;76900;70000;60000
3522901;Itapuí;90000;90000;80000;90000;90000;89406;90000;100000;100000;97000;100000;100000;85000;85000;85000;85000;85000;85000;75000;80000;75000
3524204;Jaborandi;80000;80000;81333;90000;90000;92399;90000;90000;90000;90000;90000;75000;75000;75000;75000;75000;80000;75000;78000;76000;76333
3521408;Iracemápolis;90000;90000;84337;90000;90000;89406;92169;85000;90000;90000;90000;85000;85000;85000;86659;85000;85000;86659;81694;85500;85667
3506102;Bebedouro;90000;87906;85000;90000;90000;92405;89981;90000;90000;90000;90000;65000;80000;80000;70000;78000;82000;82000;65000;75000;75000
3533007;Nova Granada;70000;70000;90000;90000;90000;89396;75000;90000;100000;100000;85000;85000;85000;85000;80000;85000;72000;70000;70000;80000;75000
3514007;Dobrada;70000;72000;90000;90000;90000;89405;95000;95000;93739;83877;90000;90000;85918;85918;60200;90000;90000;90000;89000;90000;90000
3503307;Araras;70000;77931;90000;90000;90000;92411;83000;83000;90000;87735;93000;90000;78000;69333;0;68000;80000;80000;76444;80000;80000
3518602;Guariba;75000;80000;90000;90000;90000;92413;80000;90000;90000;90000;90000;85000;85644;85644;85000;85000;85000;85000;85000;85000;90000
3546504;Santa Ernestina;80000;90000;90000;90000;90000;89409;95000;95000;95000;90000;90000;90000;87143;85915;60200;90000;90000;90000;89000;90000;87000
3505500;Barretos;90000;90000;90000;90000;90000;92001;90000;90000;90000;90000;90000;85000;70000;80000;80000;80000;90000;90000;81000;83667;84889
3512001;Colina;90000;90000;90000;90000;90000;82133;80000;80000;80000;80000;80000;75000;80000;80000;78000;78000;85000;85000;80000;81000;82000
3546405;Santa Cruz do Rio Pardo;90000;90000;90000;90000;90000;89403;80000;90000;80000;80000;80000;80000;80000;83333;80000;65000;65000;68000;70000;70000;67667
3553658;Taquaral;90000;90000;90000;90000;90000;89396;85000;98000;9000;85000;85000;80000;72034;72034;72034;80000;80000;80000;70000;75000;75000
3544202;Riolândia;90000;95000;90000;90000;90000;89413;95000;120000;90000;90000;80054;79604;80000;81603;70000;80000;90000;90000;92000;92000;92000
3511409;Cerqueira César;90000;100000;90000;90000;90000;89396;100000;100000;90000;100000;90000;90000;90000;90000;90000;75000;85000;80000;75000;80000;75000
3506805;Bocaina;80000;81000;95000;90000;90000;89404;90000;90000;90000;90000;90000;90000;90000;90000;90000;80000;80000;80000;80000;75000;75000
3540259;Pontalinda;90000;30000;60000;91538;90000;79462;80000;72500;90000;89400;96000;100000;80000;88016;80000;100000;100000;100000;100000;100000;100000
3501905;Amparo;90000;90000;100000;100000;90000;99360;110000;110000;110000;110000;110000;100000;80000;80000;72628;60000;60000;60000;60000;60000;60000
3549508;São José da Bela Vista;100000;100000;100000;100000;90000;89406;90000;90000;90000;90000;90000;100000;100000;82247;70000;70000;80000;100000;100000;85000;100000
3556909;Vista Alegre do Alto;100000;100000;102857;100000;90000;89396;76500;76000;89761;80000;80000;80000;90000;100000;82000;99540;96000;90000;95000;90000;87000
3514908;Elias Fausto;95000;69214;90476;120000;90000;87417;90000;80000;90000;90000;75000;75000;75000;90000;69000;80000;80000;76000;79000;79000;80000
3515608;Fernando Prestes;100000;100000;100000;100000;90566;99329;100000;100000;100000;100000;100000;100000;105882;105882;60200;60200;70000;70000;90000;85000;85000
3553203;Taiúva;70000;80000;80000;80000;91000;92391;95000;95000;95000;94000;90000;85000;85000;85000;75000;77000;85000;85000;75000;75000;75000
3556800;Viradouro;90000;90322;84615;90383;91000;93442;90000;90000;85000;86000;80000;65000;80000;80000;64000;75000;80000;80000;75000;80000;80000
3516101;Florínea;90000;87500;100000;110000;91353;88413;100000;95000;90000;95480;89279;90250;83000;85000;80000;88014;65000;95000;95000;110000;95000
3503356;Arco-Íris;NA;NA;76923;75190;91939;91552;90000;90000;75000;72000;72000;80000;80000;76000;61000;75000;75000;61000;82800;70000;75000
3519907;Iepê;65000;80000;80000;80000;92170;91396;78000;80000;80000;80000;80000;72000;80001;62422;58500;67002;79470;75651;70079;70079;70870
3507308;Boracéia;90000;67500;90000;100000;92857;98900;100000;90000;90000;90000;90000;90000;90000;90000;90000;85000;85000;85000;85000;80000;75000
3529708;Miguelópolis;100000;93750;100000;100000;93750;102225;100742;100000;90000;90000;90000;90000;90700;90715;90036;80071;90000;90036;90036;90000;90000
3506508;Birigui;70000;70000;80000;80000;93961;95575;80000;80000;90000;133000;108000;76330;77000;77725;70000;70000;80000;80000;80000;60000;60000
3531506;Monte Azul Paulista;85000;85000;84782;85000;94000;92388;90000;90000;94000;90000;90000;71000;80000;80000;75000;75000;80000;85000;75000;73000;70000
3511607;Cesário Lange;150000;81081;82000;82000;94059;79463;90000;80000;100000;80000;95238;95238;90000;88000;50000;80000;80000;80000;80000;80000;80000
3521804;Itaí;50000;83333;100000;100000;95454;98899;80000;80000;90000;80000;80000;80000;80000;80000;70000;80000;70000;70000;45000;75000;75000
3527702;Luiziânia;70000;62500;70000;70023;96000;79000;90000;90000;75000;75000;80000;75000;80000;70000;65430;62720;75790;68330;68330;70000;70000
3512100;Colômbia;64000;97000;96916;97000;97000;79467;82000;80000;82000;82000;82000;80000;72000;68597;75000;75000;80000;80372;80000;80000;80000
3515186;Espírito Santo do Pinhal;60000;60000;85000;97580;97000;89396;80000;85000;85000;80000;90000;80000;80000;80000;80000;75000;80000;59674;70000;70000;80000
3522604;Itapira;75000;72000;75000;100000;97206;98900;100000;90000;90000;90000;80000;85000;85000;85000;76500;66000;66000;50000;52000;60000;60000
3509304;Cajobi;85000;79993;85000;97780;97447;89413;90000;90000;90000;90000;90000;90000;78000;90000;78000;78000;80000;80000;80000;90000;100000
3535309;Palmital;60000;85000;85000;98046;97454;89404;85000;100000;98131;98139;93000;72250;70000;70000;68000;68000;75000;75000;80000;80000;80000
3554508;Tietê;99337;85714;100000;100000;98000;98899;100000;100000;100000;75000;70588;82192;82000;64412;75000;75000;75000;75000;75000;75000;75000
3544608;Sabino;60000;40000;51085;52000;98070;75982;14000;140000;76480;120000;110000;120000;0;90000;70000;76000;80000;74000;80000;64004;77111
3518909;Guzolândia;64006;65000;53148;104109;98274;90067;100000;70026;87816;78356;70000;70000;47063;60000;70000;66360;72000;72000;72000;65000;70000
3553104;Taiaçu;95000;95000;85000;85000;99000;98353;85000;85000;90000;90000;90000;85000;85000;85000;80000;82000;83000;83000;70000;75000;75000
3557154;Zacarias;NA;NA;NA;NA;100000;99329;120000;120000;122663;120000;100000;88240;88000;83016;70000;80000;80000;80000;80000;80000;80000
3551603;Serra Negra;60000;60000;60000;60000;100000;99401;80000;100000;100000;100000;52000;85000;70000;70000;70000;80000;80000;80000;80000;80000;80000
3555356;Ubarana;80000;80000;96952;62483;100000;79739;60000;80000;80000;80000;80000;80000;80000;80000;80000;80000;90000;90000;90000;90000;90000
3518008;Guarani d'Oeste;75000;75000;60000;65003;100000;119200;100000;80000;100000;110000;93023;80000;75000;75000;80000;80000;80000;80000;80000;72000;80000
3532868;Nova Castilho;70000;10000;86553;65934;100000;94214;120000;100000;72000;100000;90000;78261;65675;75117;65000;60734;61000;61000;61000;75000;65000
3549805;São José do Rio Preto;80000;80000;70000;70000;100000;79463;80000;85000;80000;90000;90000;90000;80000;80000;70000;80000;80000;80000;100000;80000;80000
3532801;Nova Aliança;NA;NA;80000;80000;100000;118680;123333;120000;90000;90000;90000;90000;90000;80000;75000;80000;90000;90000;90341;80000;80000
3504602;Bady Bassitt;70000;NA;80000;80000;100000;80104;90000;80000;80000;80000;80000;80000;80000;80000;80000;80000;90000;90000;90000;85000;85000
3511300;Cedral;80000;80000;80000;80000;100000;79463;100000;110000;85000;80000;80000;80000;80000;80000;75000;80000;100000;100000;90000;80000;75000
3529203;Martinópolis;60000;NA;60000;100000;100000;89407;90000;90000;90000;90000;90000;70000;70600;73651;77000;88891;84000;84000;87361;87361;85494
3532207;Narandiba;NA;70000;70000;100000;100000;89396;90000;90000;90000;90000;90000;70000;70600;70000;80000;90000;80000;70000;89999;89999;83332
